Дата,Субъект РФ,Инициаторы действия,Вид населенного пункта,Населенный пункт,Кластер,Тема,Объект,Вид объекта,Действие,Ссылка,,
22.10.2021,Калужская область,8. Неизвестно,1.Город,Боровск,2.СоцПол,2.4. Религия,Протопоп Аввакум,1. Личность,1. Установка,https://www.interfax.ru/russia/733758,,
05.12.2021,Калужская область,8. Неизвестно,1.Город,Людиново,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Героие-подпольщики,2. Группа,1. Установка,https://gtrk-kaluga.ru/news/obschestvo/news-30805,,
14.02.2013,Костромская область,6. Частное лицо,1.Город,Кострома,2.СоцПол,2.7 Цари/императоры/вожди,Михаил Романов,1. Личность,1. Установка,http://kostroma.rfn.ru/rnews.html?id=6736&cid=7     https://ria.ru/20130222/924245279.html ,,
25.05.2013,Костромская область,3. Региональные власти,1.Город,Кострома,2.СоцПол,2.7 Цари/императоры/вожди,Михаил Романов,1. Личность,3. Демонтаж,https://ria.ru/20130520/938297548.html,,
07.11.2014,Костромская область,3. Региональные власти,1.Город,Мантурово,2.СоцПол,2.8. ФОИВЫ,Победа,0. Обезличенные,1. Установка,http://www.mngz.ru/russia-world-sensation/852352-prazdniki-policii-otkryt-pamyatnik.html,,
22.06.2015,Костромская область,7. Смешанные,2.Село,Селище,1.Война,1.4. Великая Отечественная война/Вторая мировая война,"Земляки, не вернувшиеся с фронта ",0. Обезличенные,1. Установка,http://gtrk-kostroma.ru/news/15900-zhiteli-kostromskogo-zavolzhya-pochtili-pamyat-svoikh-zemlyakov-ne-vernuvshikhsya-s-fronta.html,,
26.06.2015,Костромская область,7. Смешанные,1.Город,Шарья,2.СоцПол,2.9 Иное,Братья Лугинины,2. Группа,1. Установка,http://gtrk-kostroma.ru/news/15965-v-share-torzhestvenno-otkryli-pamyatnik-bratyam-lugininym.html,,
11.11.2015,Костромская область,8. Неизвестно,1.Город,Шарья,1.Война,1.6. Иное,Леонид Рябинин,1. Личность,1. Установка,https://smi44.ru/fraternity/news/pamyatnik-geroyu-podvodniku-leonidu-ryabininu-ustanovlen-v-share/               https://sharya.bezformata.com/listnews/pamyatnik-geroyu-podvodniku/38847597/ ,,
23.12.2015,Костромская область,8. Неизвестно,1.Город,Кострома,2.СоцПол,2.3. Искусство,Снегурочка,1. Личность,1. Установка,https://ugra.mk.ru/articles/2015/12/23/otkryt-pamyatnik-snegurochke.html https://www.vesti.ru/article/1750383,,
10.05.2016,Костромская область,7. Смешанные,2.Село,Сулятино,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Землякам-участникам ВОВ,2. Группа,1. Установка,https://www.youtube.com/watch?v=qzh_2VruEN8,,
28.09.2016,Костромская область,7. Смешанные,2.Село,Судиславль,2.СоцПол,2.7 Цари/императоры/вожди,Владимир Ленин,1. Личность,2. Реставрация,http://www.mngz.ru/russia-world-sensation/2269968-memorialnaya-tablichka-ustanovlena.html,,
07.11.2016,Костромская область,7. Смешанные,1.Город,Кострома,2.СоцПол,2.8. ФОИВЫ,Пожарный,0. Обезличенные,1. Установка,https://gtrk-kostroma.ru/news/V-Kostrome-poyavilsya-pamyatnik-pozharnomu/,,
21.09.2017,Костромская область,7. Смешанные,1.Город,Кострома,2.СоцПол,2.3. Искусство,Эмиляно Очагавия,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/3364460-v-kostrome-ustanovili-pamyatnik-akteru-emilyano-ochagaviya.html,,
07.12.2017,Костромская область,8. Неизвестно,2.Село,Березовка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Жертвы ВОВ,0. Обезличенные,1. Установка,http://gtrk-kostroma.ru/news/2017/12/07/v-derevne-berezovka-kostromskoj-oblasti-otkryli-pamyatnik-zemlyakam-zhertvam-velikoj-otechestvennoj-vojny--ng8fEN82jPC0WIoSgURDrKwA.aspx,,
21.06.2018,Костромская область,6. Частное лицо,1.Город,Кострома,3.Иное,3.Иное,Ювелир-кустарь,0. Обезличенные,1. Установка,https://vlad.aif.ru/kostroma/v_kostrome_ustanovili_pamyatnik_yuveliru_ispolnyayushchiy_zhelaniya,,
07.12.2018,Костромская область,3. Региональные власти,1.Город,Буй,2.СоцПол,2.9 Иное,Земляки-флотоводцы,0. Обезличенные,1. Установка,https://gtrk-kostroma.ru/news/2018/12/06/v-bue-otkryli-pamyatnik-zemlyakam-flotovodcam-ng6wrZkIfX_UKKkn4nWAfJdQ.aspx http://kdm44.ru/news/30274.html,Па­мят­ник мо­рякам в Буе от­крыт по ини­ци­ати­ве ад­ми­нис­тра­ции го­рода и Кос­тромско­го об­лас­тно­го от­де­ления Рус­ско­го ге­ог­ра­фичес­ко­го об­щес­тва.,
08.05.2020,Костромская область,8. Неизвестно,2.Село,Рождественское ,2.СоцПол,2.9 Иное,Валерий Чкалов ,1. Личность,1. Установка,https://gtrk-kostroma.ru/news/v-kostromskom-sele-postavili-pamyatnik-chkalovu-kotoryy-tam-pobyval-odin-raz-/,,
26.05.2021,Костромская область,5. НПО,1.Город,Волгореченск,3.Иное,3.Иное,Пострадавшие и ликвидаторы радиационных катастроф,0. Обезличенные,1. Установка,https://kostroma.mk.ru/social/2021/05/27/v-kostromskom-volgorechenske-otkryli-pamyatnik-chernobylcam.html,установлена по инициативе волгореченского совета чернобыльцев.,
05.08.2021,Костромская область,6. Частное лицо,1.Город,Солигалич,1.Война,1.6. Иное,Геннадий Невельский,1. Личность,2. Реставрация,https://kostroma.mk.ru/politics/2021/08/05/v-kostromskom-soligaliche-otremontirovan-pamyatnik-admiralu-nevelskomu.html,"идея относительно его установки принадлежит инициативной группе, которую возглавляет Валерий Борисович Шиловский",
17.09.2021,Костромская область,8. Неизвестно,2.Село,Санино,2.СоцПол,2.7 Цари/императоры/вожди,Николай II,1. Личность,1. Установка,"https://vlad.aif.ru/culture/v_derevne_sanino_otkryli_pamyatnik_rasstrelyannomu_imperatoru_nikolayu_ii",,
12.10.2021,Костромская область,6. Частное лицо,2.Село,Алеево,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Павшие земляки в ВОВ,0. Обезличенные,1. Установка,https://gtrk-kostroma.ru/news/zhitel-kostromskogo-sela-skopil-deneg-i-ustanovil-pamyatnik-pavshim-zemlyakam/,,
04.09.2012,Курская область,8. Неизвестно,1.Город,Курск,2.СоцПол,2.5. Здравоохранение,Гиппократ,1. Личность,1. Установка,https://www.vrn.kp.ru/online/news/1239019/,,
26.09.2012,Курская область,8. Неизвестно,1.Город,Курск,3.Иное,3.Иное,Мужчина спешит на свидание,0. Обезличенные,1. Установка,https://www.vrn.kp.ru/online/news/1257157/,,
28.09.2012,Курская область,8. Неизвестно,1.Город,Курск,2.СоцПол,2.3. Искусство,Гусь-примерный семьянин,1. Личность,1. Установка,https://www.vesti.ru/article/1946189,,
13.06.2013,Курская область,8. Неизвестно,2.Село,Сапогово,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Румынские военнопленные,0. Обезличенные,1. Установка,https://kursk.bezformata.com/listnews/kurskoj-oblasti-otkrili-pamyatnik/12178438/,,
25.07.2013,Курская область,3. Региональные власти,1.Город,Щигры,2.СоцПол,2.6. Политика,В.Ленин,1. Личность,3. Демонтаж,https://tass.ru/obschestvo/542555  https://chr.aif.ru/society/history/862192,,
